Open,Volume
53.94,10207750
53.96,9231628
53.4,8731499
53.43,9213637
54.2,9096709
54.0,6945147
54.28,7755629
54.0,6463747
53.88,8593496
53.88,11993517
53.65,13767754
54.1,5479037
54.13,6176358
53.5,7451916
53.3,6130270
53.37,7279723
53.53,7224335
53.13,9720407
53.01,6320462
52.88,6958128
53.12,6430136
52.94,5223526
53.24,6550399
52.91,9095261
53.36,9286800
53.42,6767204
53.9,6919714
54.1,6052830
53.6,5817798
53.6,7899957
53.65,6620333
53.7,9142509
53.14,15425819
52.34,10851658
52.99,21847292
51.43,21956848
53.5,14916848
54.4,9351994
53.2,13727777
54.64,13621701
53.43,8436435
53.93,10489826
54.09,9588036
54.33,10779155
55.215,8744504
55.72,8740953
55.51,8004000
56.32,10268720
56.91,8183628
57.7,3228848
57.0,8750925
57.64,10582850
58.19,9527959
57.34,12381607
56.649,16869957
56.96,7701167
57.66,7035674
57.54,9094812
59.0,7972498
58.92,7091577
58.54,7736198
58.99,8878080
59.03,9022867
57.9675,11837756
58.01,10611461
57.44,6433824
57.81,4888284
57.5,5380537
57.31,6777656
57.29,4298476
56.99,4186157
56.8,5548726
56.35,3781721
56.28,8344508
55.91,7809307
55.56,7796290
56.08,7602321
56.63,8587812
57.26,12640515
58.22,6672024
57.8,6027960
58.0,4733015
58.03,4745840
57.62,5734666
58.32,7375725
58.31,7850480
58.14,7651562
57.42,6814368
57.93,10704103
58.67,7124547
58.7,12382416
55.75,28884899
56.0,13322010
55.8,14307985
55.49,18796871
54.04,15289650
54.21,14161693
55.01,13029829
55.79,9910498
55.19,11681938
55.23,11106757
55.73,11178950
56.5,8027939
56.02,8865947
56.56,6967179
56.96,8524519
56.8,11008366
57.41,8289185
57.52,7876599
57.6,7178627
57.61,7806190
57.24,7702400
56.71,8750655
57.27,7197973
57.07,6595418
56.7,7738064
56.78,9159983
56.58,10890313
56.15,13061632
55.75,17844248
55.39,13886431
54.57,9090230
54.62,7892888
54.39,8712006
54.85,8074278
55.04,15822141
55.87,7948425
56.05,8030642
55.68,8452070
56.15,7357207
56.11,15763000
56.66,8861799
57.1,8331644
57.17,7001635
57.45,8677916
58.105,9156707
58.28,8989831
58.37,6474781
57.96,13656221
58.13,9112533
57.8,6773750
58.0,5266312
57.74,5855091
57.88,5450298
57.61,4871717
57.68,5626042
57.59,5449699
58.6,12000639
59.71,12445862
60.2,8799985
61.0,10721276
60.65,11031475
61.23,8525419
61.63,15285342
59.41,25046130
60.0,10910341
60.15,9152088
60.52,7706367
60.65,6874286
60.86,6443309
61.07,5588371
60.58,5806562
60.88,7198414
60.45,5516893
60.28,5647531
60.42,5904094
60.68,6303480
59.97,7581230
59.73,8602411
59.94,12530995
61.03,6392124
61.4,5622524
61.4,7283789
62.01,8931804
63.01,6097990
63.07,7094586
63.27,7314634
63.51,6058263
63.88,7840374
64.85,6809284
64.22,5448439
64.13,8364994
63.44,11289266
62.37,11240487
61.8,11071593
61.12,9384906
60.67,9703332
59.92,7515980
59.89,11522438
60.35,6778024
60.98,6985666
60.0,6027647
60.09,5602002
59.76,6469495
60.02,5674637
59.54,5652429
59.06,5419169
59.17,7421177
58.68,8117066
58.9,4575268
58.43,7773566
57.8,8886648
57.79,7278250
58.18,4832094
57.91,5422330
58.21,7141916
58.8,8460245
58.4,5441377
58.73,6774471
58.12,7857464
58.15,8203557
58.41,10546701
57.92,6717235
58.0,7442589
58.215,7933137
58.8,8775889
58.25,23286716
55.23,53454789
54.48,20299407
54.57,18120912
54.75,14764854
55.64,13331459
55.97,9179779
55.6,7253947
55.55,11095259
54.43,16717719
53.52,13235301
53.05,9235033
53.6,7426467
53.41,6674597
53.26,7667081
53.32,7451679
52.92,10370499
53.14,12753196
53.49,14547613
53.96,11838533
54.26,8716699
54.62,8601120
54.54,6643652
54.04,6212403
54.04,5596567
54.68,8245287
54.9,7696302
54.95,9178048
55.12,11372298
54.42,13801890
53.39,11774483
53.79,9314079
53.98,10339446
53.55,12787883
54.38,8260770
54.44,10744783
54.8,6348360
54.84,5187121
54.58,7080035
55.05,7178462
55.05,6950029
54.98,10242655
55.06,8021851
55.25,8671309
54.81,7607473
54.31,11944370
53.86,5955980
54.0,6137069
54.12,5569058
54.06,7994274
54.51,10576278
55.37,5822893
55.1,6573918
55.46,8881897
55.67,7234267
56.0,6231132
55.67,7256893
54.86,11227337
54.46,8299509
55.08,5720179
55.31,11741092
54.77,10111071
54.37,7818490
54.24,8281219
54.5,12211440
54.83,9922611
54.79,6430949
55.16,8857829
55.1,7189764
55.15,16879022
54.16,28773774
55.99,10835659
56.33,11167447
57.03,13533654
57.2,14758907
57.36,7930318
56.81,7648192
56.47,7758215
56.82,8880505
56.92,8310611
57.24,6311519
56.67,6360086
56.96,6284259
57.07,7309073
57.19,3479177
56.83,10580296
56.03,9734431
56.71,10017914
57.64,11509224
57.5,12756391
57.54,13302050
59.25,11295644
59.38,8458198
59.12,6033792
58.52,9950491
58.39,10286560
58.99,6042917
59.44,7726299
59.73,8946111
59.25,22595018
58.44,8751620
58.13,7946435
58.22,7188717
57.94,5974474
57.57,7148723
57.27,5546208
57.19,4812173
57.47,5044505
57.74,5365646
57.95,7215978
57.93,7478356
58.99,5775921
59.25,6047686
59.48,6335782
59.2,5233353
59.24,8656454
59.76,5806282
60.4,6989075
60.33,8040748
61.0,8433771
61.43,9170903
61.21,8361853
61.04,11945783
61.32,10806783
61.51,11911867
61.03,16225618
57.94,51851690
57.55,18899867
56.96,14341155
57.23,13118364
56.28,14690146
55.9,15358909
55.53,16059955
53.685,17415065
55.08,13927022
